Dateikommentar: 			
Zeit in s	Kraft Fx in N	Kraft Fy in N	Kraft Fz in N
17.54400083	83.4	52.02	199.92
17.55400083	79.56	46.8	184.08
17.56400083	74.46	39.96	162
17.57400083	79.32	45.84	180.24
17.58400084	83.4	52.02	200.16
17.59400084	79.08	46.32	182.16
17.60400084	73.98	39.9	161.28
17.61400084	79.62	46.32	181.44
17.62400084	83.4	52.02	199.92
17.63400084	78.84	45.78	180.24
17.64400084	74.1	39.84	161.04
17.65400084	79.74	46.68	183.12
17.66400084	83.1	51.84	199.68
17.67400084	78.6	45.42	179.52
17.68400084	74.34	39.96	161.52
17.69400084	80.1	47.22	184.32
17.70400084	83.04	51.72	198.96
17.71400084	78	44.82	177.12
17.72400084	74.16	39.9	161.28
17.73400084	80.52	47.76	186
17.74400084	82.98	51.66	199.2
17.75400084	77.94	44.52	176.4
17.76400084	74.58	40.08	162
17.77400084	80.7	48.12	187.2
17.78400084	82.68	51.42	198.24
17.79400085	77.34	43.92	174.48
17.80400085	74.58	40.26	162.24
17.81400085	81.06	48.6	188.16
17.82400085	82.56	51.18	197.52
17.83400085	77.1	43.56	173.28
17.84400085	74.88	40.56	162.96
17.85400085	81.72	49.14	190.56
17.86400085	82.86	51.18	197.52
17.87400085	76.86	43.2	171.84
17.88400085	75	40.68	163.68
17.89400085	81.36	49.32	191.04
17.90400085	82.2	50.7	196.08
17.91400085	76.26	42.6	170.16
17.92400085	75.3	40.98	164.64
17.93400085	82.02	49.86	192.96
17.94400085	82.2	50.52	195.84
17.95400085	76.02	42.24	169.2
17.96400085	75.42	41.22	165.36
17.97400085	81.96	50.04	193.2
17.98400085	81.78	50.16	193.92
17.99400085	75.54	41.82	167.76
18.00400086	75.78	41.64	166.8
18.01400086	82.5	50.58	195.12
18.02400086	81.9	49.98	193.92
18.03400086	75.54	41.58	166.8
18.04400086	76.02	41.94	168
18.05400086	82.32	50.64	195.84
18.06400086	81.6	49.56	192.48
18.07400086	75.24	41.28	165.6
18.08400086	76.5	42.48	169.2
18.09400086	82.68	50.94	196.56
18.10400086	81.42	49.26	192
18.11400086	75.3	41.1	165.36
18.12400086	77.22	43.02	171.12
18.13400086	83.1	51.36	197.76
18.14400086	80.88	48.78	189.84
18.15400086	74.82	40.74	164.16
18.16400086	77.1	43.32	172.08
18.17400086	82.92	51.42	198
18.18400086	80.64	48.3	188.64
18.19400086	74.58	40.44	163.2
18.20400086	77.82	43.98	174
18.21400087	82.74	51.36	197.76
18.22400087	79.62	47.58	184.32
18.23400087	72.3	39.24	153.6
18.24400087	72.54	41.52	150.96
18.25400087	72.24	45.48	148.08
18.26400087	63.42	38.4	114.72
18.27400087	52.32	28.2	77.04
18.28400087	47.58	25.08	57.6
18.29400087	42.06	23.16	45.6
18.30400087	35.1	17.7	33.36
18.31400087	31.86	13.68	26.88
18.32400087	32.76	14.58	27.12
18.33400087	30.78	15.06	24.72
18.34400087	26.82	12.66	18.24
18.35400087	24.66	9.96	12.48
18.36400087	26.76	10.86	12.72
18.37400087	25.5	11.28	12
18.38400087	23.58	10.32	10.56
18.39400087	24	9.42	10.32
18.40400087	26.52	10.8	11.76
18.41400087	25.02	11.16	10.8
18.42400088	22.26	9.66	8.64
18.43400088	23.1	8.94	8.88
18.44400088	25.5	10.5	10.56
18.45400088	23.82	10.68	9.36
18.46400088	21.12	9.12	7.2
18.47400088	22.14	8.58	7.44
18.48400088	25.38	10.56	9.6
18.49400088	23.88	10.68	8.88
18.50400088	20.94	8.88	6
18.51400088	21.54	8.04	6
18.52400088	23.76	9.84	7.92
18.53400088	22.38	9.84	7.2
18.54400088	20.22	8.34	4.8
18.55400088	21.78	7.92	5.04
18.56400088	24.24	9.96	7.2
18.57400088	22.32	9.78	5.76
18.58400088	19.62	8.1	3.6
18.59400088	21	7.68	4.08
18.60400088	23.28	9.66	6.24
18.61400088	20.82	8.88	4.32
18.62400088	19.2	7.74	3.36
18.63400089	20.64	7.38	3.6
18.64400089	23.28	9.66	6
18.65400089	20.82	8.88	3.6
18.66400089	19.44	7.8	2.64
18.67400089	21.42	7.74	3.6
18.68400089	23.34	9.96	6.24
18.69400089	20.28	8.64	3.36
18.70400089	18.42	7.26	1.68
18.71400089	20.76	7.38	2.88
18.72400089	22.92	9.78	5.52
18.73400089	20.46	8.64	2.88
18.74400089	18.36	7.14	1.2
18.75400089	20.64	7.38	2.64
18.76400089	22.44	9.48	4.56
18.77400089	19.86	8.22	2.16
18.78400089	18.3	6.9	0.96
18.79400089	21.06	7.44	2.64
18.80400089	22.14	9.24	4.32
18.81400089	19.62	8.16	1.92
18.82400089	18.18	6.9	0.96
18.83400089	21.18	7.68	2.88
18.8440009	22.02	9.36	4.08
18.8540009	21.9	9.72	3.6
18.8640009	28.44	13.44	16.32
18.8740009	39.06	21.96	40.08
18.8840009	52.62	34.26	74.64
18.8940009	59.76	38.04	98.16
18.9040009	60.66	34.92	105.12
18.9140009	66.12	38.94	124.8
18.9240009	73.74	47.4	153.12
18.9340009	72.48	45.12	148.8
18.9440009	66.54	37.56	127.68
18.9540009	69.18	40.26	134.64
18.9640009	74.4	47.4	154.32
18.9740009	72.12	44.46	146.4
18.9840009	66.18	37.08	126
18.9940009	69.36	40.5	134.64
19.0040009	74.34	47.46	153.6
19.0140009	71.82	44.04	144.72
19.0240009	66.24	36.96	125.52
19.0340009	69.78	40.92	136.32
19.0440009	74.46	47.52	154.56
19.05400091	71.4	43.5	144
19.06400091	66	36.78	125.28
19.07400091	69.96	41.34	137.28
19.08400091	74.1	47.46	153.84
19.09400091	70.74	43.02	141.84
19.10400091	65.64	36.66	124.56
19.11400091	70.38	41.88	138.72
19.12400091	74.52	47.64	155.04
19.13400091	70.92	42.72	141.84
19.14400091	66.06	36.72	125.28
19.15400091	70.92	42.36	140.16
19.16400091	74.58	47.64	154.32
19.17400091	70.26	42.18	139.92
19.18400091	65.7	36.66	124.56
19.19400091	71.04	42.72	141.12
19.20400091	74.46	47.52	154.8
19.21400091	70.2	41.88	139.68
19.22400091	65.94	36.72	125.04
19.23400091	71.46	43.2	142.56
19.24400091	74.22	47.4	154.32
19.25400091	69.54	41.28	137.76
19.26400091	65.82	36.66	124.8
19.27400092	71.46	43.5	143.04
19.28400092	73.8	47.16	153.6
19.29400092	69.12	40.86	136.56
19.30400092	66.18	36.84	125.52
19.31400092	72.18	44.04	145.2
19.32400092	74.34	47.22	154.32
19.33400092	69.06	40.56	135.84
19.34400092	66	36.9	125.52
19.35400092	72.06	44.28	145.68
19.36400092	73.74	46.92	153.12
19.37400092	68.64	40.14	134.4
19.38400092	66.3	37.08	126
19.39400092	72.6	44.82	146.88
19.40400092	73.98	46.86	152.88
19.41400092	68.52	39.78	133.68
19.42400092	66.6	37.32	126.96
19.43400092	72.6	45	147.84
19.44400092	73.38	46.44	151.92
19.45400092	67.74	39.18	132
19.46400092	66.6	37.5	126.96
19.47400092	72.84	45.36	148.32
19.48400093	73.26	46.2	151.2
19.49400093	67.5	38.82	131.04
19.50400093	66.96	37.8	128.16
19.51400093	73.38	45.84	150
19.52400093	73.44	46.14	151.2
19.53400093	67.38	38.58	130.56
19.54400093	67.26	38.16	128.88
19.55400093	73.44	46.08	150.24
19.56400093	73.14	45.84	150
19.57400093	67.02	38.22	129.12
19.58400093	67.62	38.46	129.84
19.59400093	73.98	46.44	151.68
19.60400093	73.26	45.66	150
19.61400093	66.96	37.98	128.88
19.62400093	67.8	38.76	130.56
19.63400093	73.62	46.5	151.44
19.64400093	72.36	45.06	147.84
19.65400093	66.42	37.62	127.44
19.66400093	68.22	39.18	131.52
19.67400093	74.04	46.86	152.88
19.68400093	72.54	44.88	148.08
19.69400094	66.54	37.44	127.68
19.70400094	68.82	39.72	133.44
19.71400094	74.16	46.98	153.12
19.72400094	71.94	44.4	146.16
19.73400094	65.94	37.08	125.76
19.74400094	68.76	40.02	133.68
19.75400094	74.22	47.22	153.36
19.76400094	71.82	44.1	145.44
19.77400094	66.24	37.08	126.24
19.78400094	69.36	40.56	135.6
19.79400094	74.1	47.22	153.84
19.80400094	71.28	43.56	144.24
19.81400094	65.88	36.84	125.52
19.82400094	69.6	40.98	136.32
19.83400094	74.1	47.34	153.84
19.84400094	71.04	43.26	143.28
19.85400094	65.7	36.72	124.8
19.86400094	69.84	41.4	137.28
19.87400094	74.16	47.34	154.08
19.88400094	70.86	42.9	142.32
19.89400094	65.82	36.66	125.04
19.90400095	70.26	41.88	138.96
19.91400095	74.1	47.4	154.32
19.92400095	70.44	42.48	141.12
19.93400095	65.76	36.6	124.8
19.94400095	70.68	42.3	139.92
19.95400095	74.1	47.4	154.08
19.96400095	70.26	42.06	139.92
19.97400095	65.82	36.6	124.8
19.98400095	71.22	42.9	141.6
19.99400095	74.34	47.46	154.56
20.00400095	69.72	41.58	138.48
20.01400095	65.64	36.66	124.8
20.02400095	71.04	43.14	142.08
20.03400095	73.68	47.16	153.6
20.04400095	69.36	41.16	137.28
20.05400095	66.06	36.78	125.28
20.06400095	71.94	43.8	144.24
20.07400095	74.4	47.4	154.56
20.08400095	69.42	40.86	136.8
20.09400095	66.06	36.84	125.28
20.10400095	72	44.16	144.72
20.11400096	73.68	46.98	152.64
20.12400096	68.64	40.32	134.64
20.13400096	65.94	36.9	125.04
20.14400096	72.24	44.46	146.16
20.15400096	73.92	46.98	153.6
20.16400096	68.82	40.08	134.64
20.17400096	66.54	37.2	126.48
20.18400096	72.42	44.76	146.88
20.19400096	73.44	46.62	152.16
20.20400096	68.04	39.48	132.48
20.21400096	66.54	37.38	126.24
20.22400096	72.66	45.18	147.6
20.23400096	73.32	46.44	151.68
20.24400096	67.8	39.12	131.76
20.25400096	66.84	37.62	127.44
20.26400096	72.96	45.54	148.8
20.27400096	73.26	46.26	151.2
20.28400096	67.56	38.82	130.8
20.29400096	67.08	37.92	127.92
20.30400096	73.02	45.78	149.52
20.31400096	72.9	45.84	150
20.32400097	67.14	38.4	129.6
20.33400097	67.38	38.22	128.88
20.34400097	73.5	46.14	150.48
20.35400097	72.9	45.66	149.52
20.36400097	66.9	38.1	128.4
20.37400097	67.5	38.46	129.6
20.38400097	73.44	46.32	151.2
20.39400097	72.6	45.36	148.8
20.40400097	66.78	37.86	128.16
20.41400097	68.1	39	130.8
20.42400097	73.74	46.62	151.92
20.43400097	72.36	44.94	147.84
20.44400097	66.54	37.56	127.44
20.45400097	68.4	39.36	132.24
20.46400097	74.04	46.92	152.88
20.47400097	72.42	44.76	147.12
20.48400097	66.3	37.32	126.48
20.49400097	68.58	39.66	132.72
20.50400097	73.98	46.98	152.88
20.51400097	71.94	44.28	145.92
20.52400097	66.24	37.08	126
20.53400098	68.88	40.08	134.16
20.54400098	73.92	47.1	153.36
20.55400098	71.7	43.92	144.96
20.56400098	66.12	36.9	125.52
20.57400098	69.3	40.56	134.88
20.58400098	73.86	47.04	152.88
20.59400098	71.1	43.32	143.04
20.60400098	65.76	36.66	124.56
20.61400098	69.6	40.98	136.56
20.62400098	74.04	47.1	153.6
20.63400098	70.92	43.02	142.8
20.64400098	65.82	36.66	125.04
20.65400098	69.96	41.46	137.76
20.66400098	73.98	47.22	153.36
20.67400098	70.44	42.54	140.88
20.68400098	65.64	36.54	124.32
20.69400098	70.32	41.82	138.72
20.70400098	73.92	47.16	153.84
20.71400098	70.14	42.18	140.4
20.72400098	65.7	36.54	124.32
20.73400098	70.86	42.42	140.16
20.74400099	74.1	47.34	153.84
20.75400099	70.02	41.82	138.96
20.76400099	65.64	36.48	124.08
20.77400099	71.04	42.78	141.12
20.78400099	73.86	47.1	153.6
20.79400099	69.6	41.34	137.76
20.80400099	65.94	36.6	124.8
20.81400099	71.58	43.26	142.56
20.82400099	73.98	47.1	153.12
20.83400099	69.24	40.92	136.32
20.84400099	65.88	36.6	124.56
20.85400099	71.64	43.56	143.28
20.86400099	73.68	46.86	153.12
20.87400099	68.94	40.5	135.36
20.88400099	65.94	36.66	124.56
20.89400099	71.88	43.92	144.24
20.90400099	73.44	46.74	152.16
20.91400099	68.52	40.02	134.16
20.92400099	66.12	36.84	125.28
20.93400099	72	44.28	145.44
20.94400099	73.14	46.5	152.16
20.954001	68.16	39.72	132.96
20.964001	66.3	37.08	125.76
20.974001	72.36	44.76	146.64
20.984001	73.32	46.5	151.92
20.994001	67.92	39.3	132.24
21.004001	66.48	37.26	126.24
21.014001	72.6	45.06	147.6
21.024001	73.14	46.2	150.96
21.034001	67.68	38.94	131.04
21.044001	66.84	37.56	127.2
21.054001	72.9	45.48	148.32
21.064001	72.84	45.9	150.24
21.074001	67.26	38.58	129.84
21.084001	67.2	37.92	128.16
21.094001	73.2	45.84	150
21.104001	72.84	45.66	150
21.114001	67.08	38.22	129.12
21.124001	67.26	38.16	128.64
21.134001	73.2	46.02	150
21.144001	72.42	45.36	148.56
21.154001	66.72	37.92	128.16
21.16400101	67.68	38.58	129.84
21.17400101	73.56	46.38	151.44
21.18400101	72.42	45.12	148.32
21.19400101	66.6	37.62	127.68
21.20400101	67.98	38.88	130.8
21.21400101	73.38	46.5	151.44
21.22400101	71.94	44.7	146.88
21.23400101	66.06	37.26	126.24
21.24400101	68.1	39.3	131.52
21.25400101	73.44	46.62	151.68
21.26400101	71.52	44.28	145.92
21.27400101	66.18	37.14	126.24
21.28400101	68.76	39.78	132.96
21.29400101	73.74	46.8	152.4
21.30400101	71.52	43.98	144.96
21.31400101	66.06	37.02	125.52
21.32400101	69.06	40.26	134.4
21.33400101	74.04	47.1	153.36
21.34400101	71.52	43.74	144.48
21.35400101	66.12	36.84	125.52
21.36400101	69.66	40.68	135.6
21.37400102	74.1	47.22	153.6
21.38400102	71.1	43.32	143.28
21.39400102	65.76	36.66	124.56
21.40400102	69.78	41.1	136.56
21.41400102	73.98	47.22	153.84
21.42400102	70.74	42.84	142.08
21.43400102	65.88	36.6	124.8
21.44400102	70.44	41.64	138.48
21.45400102	74.22	47.28	154.08
21.46400102	70.5	42.42	141.12
21.47400102	65.76	36.54	124.56
21.48400102	70.5	42	139.2
21.49400102	73.98	47.22	153.84
21.50400102	70.02	42	139.68
21.51400102	65.52	36.42	124.08
21.52400102	70.62	42.42	140.16
21.53400102	73.8	47.16	153.6
21.54400102	69.78	41.64	138.72
21.55400102	65.76	36.54	124.56
21.56400102	70.98	42.9	141.84
21.57400102	73.8	47.16	153.84
21.58400103	69.42	41.22	137.52
21.59400103	65.88	36.54	124.32
21.60400103	71.52	43.38	142.8
21.61400103	73.86	47.04	153.36
21.62400103	69.18	40.8	136.56
21.63400103	66	36.66	124.8
21.64400103	72	43.8	144.48
21.65400103	73.8	46.86	153.12
21.66400103	68.88	40.44	135.36
21.67400103	66.12	36.84	125.28
21.68400103	72.06	44.16	144.72
21.69400103	73.44	46.74	152.16
21.70400103	68.34	39.9	133.68
21.71400103	66.18	36.96	125.52
21.72400103	72.36	44.52	146.4
21.73400103	73.68	46.62	152.4
21.74400103	68.22	39.6	133.2
21.75400103	66.48	37.26	126.24
21.76400103	72.72	45	147.12
21.77400103	73.32	46.44	151.2
21.78400103	67.8	39.24	131.76
21.79400104	66.66	37.44	126.96
21.80400104	73.02	45.36	148.56
21.81400104	73.5	46.26	151.44
21.82400104	67.74	38.88	131.28
21.83400104	66.9	37.68	127.44
21.84400104	72.84	45.54	148.8
21.85400104	72.96	45.9	150
21.86400104	67.2	38.52	129.36
21.87400104	66.9	37.86	127.44
21.88400104	72.84	45.78	149.28
21.89400104	72.6	45.54	149.28
21.90400104	67.02	38.22	129.36
21.91400104	67.44	38.34	129.36
21.92400104	73.2	46.08	150.48
21.93400104	72.42	45.24	148.56
21.94400104	66.66	37.8	128.16
21.95400104	67.8	38.64	130.08
21.96400104	73.44	46.38	150.96
21.97400104	72.24	45	147.6
21.98400104	66.42	37.56	126.96
21.99400104	68.1	39.06	131.04
22.00400105	73.74	46.5	151.68
22.01400105	72.12	44.58	146.88
22.02400105	66.3	37.32	126.96
22.03400105	68.58	39.48	132.48
22.04400105	73.86	46.8	152.64
22.05400105	71.94	44.4	146.16
22.06400105	66.18	37.08	126
22.07400105	68.82	39.84	133.44
22.08400105	73.62	46.8	152.4
22.09400105	71.34	43.8	144.72
22.10400105	65.88	36.84	125.28
22.11400105	69.06	40.32	134.88
22.12400105	73.86	47.04	153.36
22.13400105	71.22	43.5	144
22.14400105	65.76	36.66	124.8
22.15400105	69.36	40.68	135.36
22.16400105	73.56	46.98	152.88
22.17400105	70.5	42.96	142.32
22.18400105	65.64	36.6	124.8
22.19400105	69.96	41.22	137.28
22.20400105	74.16	47.16	153.84
22.21400106	70.68	42.72	141.84
22.22400106	65.76	36.48	124.32
22.23400106	70.2	41.64	138
22.24400106	73.8	47.1	153.12
22.25400106	70.08	42.18	139.92
22.26400106	65.28	36.36	123.84
22.27400106	70.44	42.06	139.44
22.28400106	73.98	47.22	153.84
22.29400106	69.96	41.82	139.68
22.30400106	65.7	36.42	124.56
22.31400106	70.8	42.42	140.64
22.32400106	73.62	46.98	153.12
22.33400106	69.36	41.34	137.76
22.34400106	65.46	36.42	123.84
22.35400106	70.98	42.84	141.36
22.36400106	73.56	46.98	153.36
22.37400106	69.24	40.98	137.04
22.38400106	65.7	36.48	124.56
22.39400106	71.46	43.38	143.28
22.40400106	73.68	46.92	153.36
22.41400106	68.94	40.62	136.08
22.42400107	65.76	36.6	124.56
22.43400107	71.7	43.8	143.76
22.44400107	73.38	46.68	152.16
22.45400107	68.4	40.14	134.4
22.46400107	65.94	36.78	125.04
22.47400107	72.06	44.16	145.2
22.48400107	73.5	46.62	152.4
22.49400107	68.28	39.84	133.92
22.50400107	66.06	36.9	125.52
22.51400107	72.12	44.52	146.16
22.52400107	73.08	46.38	151.68
22.53400107	67.74	39.36	132.24
22.54400107	66.3	37.2	126
22.55400107	72.42	44.82	146.88
22.56400107	73.08	46.14	150.96
22.57400107	67.8	39.12	131.76
22.58400107	66.9	37.56	127.2
22.59400107	72.78	45.24	148.08
22.60400107	72.9	45.96	150.48
22.61400107	67.2	38.64	130.08
22.62400107	66.66	37.68	126.96
22.63400108	72.66	45.54	148.56
22.64400108	72.66	45.72	149.76
22.65400108	67.08	38.34	129.6
22.66400108	67.2	38.04	128.64
22.67400108	73.26	45.9	150
22.68400108	72.6	45.36	149.28
22.69400108	66.66	37.92	128.4
22.70400108	67.38	38.34	129.12
22.71400108	73.14	46.14	150.24
22.72400108	72.3	45.18	148.08
22.73400108	66.48	37.68	127.68
22.74400108	67.8	38.76	130.32
22.75400108	73.62	46.44	151.68
22.76400108	72.12	44.82	147.6
22.77400108	66.24	37.44	126.96
22.78400108	67.98	39.06	131.28
22.79400108	73.38	46.5	151.44
22.80400108	71.58	44.4	145.68
22.81400108	66.06	37.2	126
22.82400108	68.46	39.6	132.48
22.83400108	73.68	46.8	152.4
22.84400109	71.52	44.1	145.44
22.85400109	66	37.02	126
22.86400109	68.76	39.96	133.92
22.87400109	73.62	46.8	152.4
22.88400109	71.1	43.68	144
22.89400109	65.64	36.78	124.8
22.90400109	68.94	40.32	134.16
22.91400109	73.56	46.92	152.64
22.92400109	70.92	43.32	143.28
22.93400109	65.7	36.6	124.8
22.94400109	69.48	40.86	136.08
22.95400109	73.8	47.04	153.12
22.96400109	70.68	42.9	142.32
22.97400109	65.58	36.6	124.8
22.98400109	69.96	41.4	137.52
22.99400109	73.86	47.1	153.36
23.00400109	70.32	42.48	140.88
23.01400109	65.52	36.48	124.08
23.02400109	70.2	41.76	138.24
23.03400109	73.98	47.22	153.6
23.04400109	70.26	42.18	140.16
23.0540011	65.7	36.48	124.56
23.0640011	70.44	42.12	139.68
23.0740011	73.74	47.1	153.36
23.0840011	69.72	41.76	138.72
23.0940011	65.52	36.42	124.08
23.1040011	70.74	42.54	140.64
23.1140011	73.68	47.04	153.12
23.1240011	69.48	41.34	137.76
23.1340011	65.76	36.54	124.32
23.1440011	71.34	43.08	142.08
23.1540011	73.74	47.04	153.36
23.1640011	69.06	40.86	136.32
23.1740011	65.64	36.48	124.32
23.1840011	71.34	43.44	142.8
23.1940011	73.38	46.8	152.4
23.2040011	68.7	40.44	135.12
23.2140011	65.94	36.72	125.04
23.2240011	71.88	43.98	144.72
23.2340011	73.68	46.86	152.88
23.2440011	68.7	40.14	134.4
23.2540011	66.18	36.84	125.04
23.2640011	71.94	44.22	144.96
23.27400111	73.08	46.5	151.68
23.28400111	67.92	39.6	132.72
23.29400111	65.94	36.96	125.28
23.30400111	72.12	44.64	146.16
23.31400111	73.2	46.38	151.44
23.32400111	67.92	39.3	132.24
23.33400111	66.6	37.32	126.72
23.34400111	72.42	44.94	147.36
23.35400111	72.78	45.96	150.48
23.36400111	67.02	38.76	130.32
23.37400111	66.12	37.38	126.24
23.38400111	72.36	45.24	147.6
23.39400111	72.78	45.9	149.76
23.40400111	67.14	38.46	129.84
23.41400111	66.9	37.74	127.44
23.42400111	72.96	45.6	149.04
23.43400111	72.72	45.66	149.52
23.44400111	66.84	38.16	128.88
23.45400111	67.02	38.04	128.4
23.46400111	72.9	45.84	149.52
23.47400111	72.3	45.24	148.32
23.48400112	66.54	37.8	127.68
23.49400112	67.38	38.4	129.36
23.50400112	73.32	46.2	150.72
23.51400112	72.36	45	147.84
23.52400112	66.42	37.56	127.2
23.53400112	67.68	38.76	130.08
23.54400112	73.26	46.32	150.72
23.55400112	71.64	44.52	145.92
23.56400112	65.94	37.2	126
23.57400112	67.86	39.12	131.28
23.58400112	73.26	46.44	151.44
23.59400112	71.7	44.28	145.92
23.60400112	66	37.08	125.76
23.61400112	68.4	39.6	132.24
23.62400112	73.38	46.62	151.68
23.63400112	71.16	43.8	144.24
23.64400112	65.58	36.78	124.56
23.65400112	68.52	39.9	133.2
23.66400112	73.44	46.8	152.16
23.67400112	71.16	43.56	143.76
23.68400112	65.88	36.72	125.04
23.69400113	69.3	40.5	134.88
23.70400113	73.68	46.92	152.88
23.71400113	70.8	43.14	142.56
23.72400113	65.64	36.54	124.32
23.73400113	69.54	40.86	135.84
23.74400113	73.56	46.92	152.4
23.75400113	70.26	42.6	141.12
23.76400113	65.34	36.42	123.6
23.77400113	69.9	41.4	137.28
23.78400113	73.8	47.1	153.12
23.79400113	70.26	42.3	140.4
23.80400113	65.52	36.42	123.84
23.81400113	70.08	41.76	138.24
23.82400113	73.44	46.92	152.4
23.83400113	69.66	41.76	138.72
23.84400113	65.28	36.3	123.6
23.85400113	70.44	42.18	139.44
23.86400113	73.62	46.98	152.88
23.87400113	69.48	41.4	138
23.88400113	65.46	36.36	123.6
23.89400113	70.8	42.66	140.64
23.90400114	73.5	46.92	152.88
23.91400114	69.18	41.1	137.04
23.92400114	65.52	36.42	123.84
23.93400114	70.98	43.08	141.84
23.94400114	73.08	46.68	152.4
23.95400114	68.7	40.62	135.6
23.96400114	65.58	36.48	124.08
23.97400114	71.28	43.5	143.04
23.98400114	73.14	46.68	152.16
23.99400114	68.34	40.14	134.4
24.00400114	65.58	36.6	124.32
24.01400114	71.7	43.92	144.24
24.02400114	73.26	46.56	151.92
24.03400114	68.34	39.9	133.68
24.04400114	66	36.84	125.04
24.05400114	72.06	44.4	145.44
24.06400114	73.26	46.44	151.68
24.07400114	68.04	39.48	132.72
24.08400114	66.3	37.08	125.76
24.09400114	72.36	44.7	146.16
24.10400114	73.2	46.2	150.96
24.11400115	67.68	39.06	131.28
24.12400115	66.54	37.32	126.24
24.13400115	72.72	45.18	147.6
24.14400115	73.02	46.02	150.48
24.15400115	67.32	38.7	130.32
24.16400115	66.6	37.5	126.72
24.17400115	72.66	45.36	148.08
24.18400115	72.66	45.72	149.52
24.19400115	67.14	38.46	129.36
24.20400115	67.08	37.86	127.68
24.21400115	72.96	45.66	149.04
24.22400115	72.48	45.42	149.04
24.23400115	66.84	38.04	128.64
24.24400115	67.26	38.16	128.64
24.25400115	73.02	45.9	149.76
24.26400115	72.24	45.18	148.32
24.27400115	66.54	37.8	127.92
24.28400115	67.44	38.52	129.36
24.29400115	73.14	46.2	150.72
24.30400115	72	44.88	147.6
24.31400115	66.36	37.5	127.2
24.32400116	67.8	38.88	130.56
24.33400116	73.14	46.32	150.96
24.34400116	71.7	44.52	146.64
24.35400116	66.24	37.26	126.48
24.36400116	68.4	39.36	132
24.37400116	73.38	46.56	151.92
24.38400116	71.46	44.16	145.68
24.39400116	65.88	36.96	125.52
24.40400116	68.58	39.72	132.72
24.41400116	73.56	46.8	151.92
24.42400116	71.28	43.86	144.48
24.43400116	65.76	36.78	125.28
24.44400116	69	40.2	134.16
24.45400116	73.74	46.92	152.88
24.46400116	70.98	43.5	143.52
24.47400116	65.58	36.66	124.56
24.48400116	68.94	40.5	134.64
24.49400116	73.32	46.86	152.4
24.50400116	70.44	42.96	142.32
24.51400116	65.52	36.54	124.32
24.52400116	69.6	41.04	136.56
24.53400117	73.68	47.04	153.36
24.54400117	70.32	42.66	141.36
24.55400117	65.34	36.42	123.84
24.56400117	69.54	41.34	136.8
24.57400117	73.26	46.92	152.16
24.58400117	69.78	42.18	139.68
24.59400117	65.46	36.36	124.08
24.60400117	70.32	41.94	138.96
24.61400117	73.5	46.92	153.12
24.62400117	69.6	41.82	138.96
24.63400117	65.58	36.42	124.08
24.64400117	70.62	42.42	140.16
24.65400117	73.38	46.92	152.4
24.66400117	69.06	41.22	137.04
24.67400117	65.1	36.24	123.12
24.68400117	70.68	42.78	140.88
24.69400117	73.5	46.92	152.88
24.70400117	69.18	41.04	137.04
24.71400117	65.64	36.54	124.32
24.72400117	71.22	43.26	142.56
24.73400117	73.38	46.86	152.64
24.74400118	68.7	40.56	135.6
24.75400118	65.58	36.54	124.32
24.76400118	71.4	43.68	143.28
24.77400118	73.32	46.74	152.4
24.78400118	68.52	40.2	134.4
24.79400118	65.88	36.72	124.56
24.80400118	72.06	44.16	144.96
24.81400118	73.38	46.56	152.16
24.82400118	68.04	39.66	133.2
24.83400118	65.82	36.84	125.04
24.84400118	71.88	44.4	145.44
24.85400118	72.96	46.38	151.2
24.86400118	67.74	39.36	132.24
24.87400118	66.06	37.02	125.76
24.88400118	72	44.7	146.4
24.89400118	72.72	46.08	150.72
24.90400118	67.44	38.94	131.04
24.91400118	66.48	37.32	126.24
24.92400118	72.48	45.18	147.36
24.93400118	72.54	45.9	149.76
24.94400118	67.02	38.58	129.84
24.95400119	66.48	37.5	126.72
24.96400119	72.42	45.3	147.84
24.97400119	72.3	45.54	149.28
24.98400119	67.02	38.34	129.6
24.99400119	67.02	37.98	128.4
25.00400119	72.84	45.78	149.52
25.01400119	72.18	45.36	148.8
25.02400119	66.54	37.98	127.92
25.03400119	67.2	38.34	128.4
25.04400119	72.9	45.96	149.28
25.05400119	71.88	44.88	147.12
25.06400119	66.36	37.62	127.2
25.07400119	67.5	38.58	129.84
25.08400119	73.26	46.32	150.96
25.09400119	72.18	44.82	147.36
25.10400119	66.36	37.44	126.96
25.11400119	68.1	39.06	130.8
25.12400119	73.2	46.38	150.48
25.13400119	71.34	44.28	145.44
25.14400119	65.88	37.14	125.76
25.15400119	68.28	39.48	132
25.1640012	73.5	46.62	151.68
25.1740012	71.52	44.1	145.44
25.1840012	65.94	36.9	125.52
25.1940012	68.58	39.84	132.96
25.2040012	73.5	46.8	151.92
25.2140012	71.16	43.68	143.76
25.2240012	65.82	36.78	125.04
25.2340012	69.06	40.32	134.4
25.2440012	73.74	46.92	152.64
25.2540012	71.1	43.38	143.28
25.2640012	65.82	36.66	124.8
25.2740012	69.54	40.8	135.6
25.2840012	73.68	46.98	152.64
25.2940012	70.62	42.84	141.6
25.3040012	65.52	36.42	123.84
25.3140012	69.66	41.16	136.56
25.3240012	73.68	47.04	152.88
25.3340012	70.44	42.48	140.88
25.3440012	65.64	36.42	124.08
25.3540012	69.9	41.52	137.76
