Dateikommentar: 			
Zeit in s	Kraft Fx in N	Kraft Fy in N	Kraft Fz in N
9.734000462	68.4	40.86	135.84
9.744000463	56.94	30.42	93.12
9.754000463	52.8	28.38	72.24
9.764000464	47.16	26.52	57.6
9.774000464	38.7	19.68	41.76
9.784000465	34.14	14.58	32.64
9.794000465	35.22	15.3	32.16
9.804000466	32.7	16.08	29.28
9.814000466	28.5	13.14	23.28
9.824000467	27.24	10.74	18.48
9.834000467	30.42	12.48	19.68
9.844000468	29.52	13.74	19.44
9.854000468	26.1	11.52	16.8
9.864000469	26.1	9.78	15.36
9.874000469	28.26	11.7	18.96
9.884000469	27.12	12.3	17.52
9.89400047	23.88	9.9	14.4
9.90400047	24.42	8.52	12.24
9.914000471	26.76	10.56	15.36
9.924000471	26.1	11.76	17.28
9.934000472	23.7	9.78	13.68
9.944000472	24.42	8.52	11.76
9.954000473	26.28	10.44	14.4
9.964000473	24.42	10.56	14.4
9.974000474	22.56	9	12.24
9.984000474	23.64	8.04	10.8
9.994000475	25.14	10.2	13.44
10.00400048	23.76	10.38	13.92
10.01400048	22.38	8.88	11.52
10.02400048	23.52	7.92	9.12
10.03400048	24.12	9.18	9.6
10.04400048	22.68	9.42	11.76
10.05400048	21.6	8.34	10.56
10.06400048	22.56	7.56	8.64
10.07400048	23.52	9.12	10.32
10.08400048	22.38	9.24	11.52
10.09400048	22.38	8.52	11.52
10.10400048	23.16	7.74	8.64
10.11400048	23.7	9.54	11.52
10.12400048	22.44	9.3	12
10.13400048	22.32	8.28	12
10.14400048	23.76	8.22	10.8
10.15400048	23.16	9.42	11.52
10.16400048	21.96	8.88	11.76
10.17400048	21.78	7.92	12
10.18400048	23.1	8.22	11.52
10.19400048	22.98	9.6	11.76
10.20400048	22.14	9	12
10.21400049	22.08	7.92	11.52
10.22400049	22.98	8.16	11.76
10.23400049	23.1	9.78	13.68
10.24400049	22.14	9.12	14.64
10.25400049	21.42	7.8	14.88
10.26400049	21.42	8.04	15.6
10.27400049	20.76	9.12	16.08
10.28400049	20.82	8.7	17.28
10.29400049	21.36	7.86	18.96
10.30400049	22.62	8.52	20.16
10.31400049	19.68	8.22	13.2
10.32400049	17.58	7.08	12.72
10.33400049	21.78	9.06	19.2
10.34400049	34.2	19.2	40.08
10.35400049	49.86	33.54	76.08
10.36400049	58.32	38.22	102.48
10.37400049	61.56	36	115.68
10.38400049	70.68	42.06	149.76
10.39400049	81.06	51.78	192.48
10.40400049	80.88	49.32	191.28
10.41400049	75.06	41.16	166.56
10.4240005	78.6	44.82	178.08
10.4340005	84.18	52.62	203.04
10.4440005	81.24	48.72	190.8
10.4540005	74.76	40.56	164.64
10.4640005	78.84	45	178.32
10.4740005	84.42	52.68	203.04
10.4840005	80.94	48.24	189.6
10.4940005	74.64	40.44	164.4
10.5040005	79.38	45.6	180.48
10.5140005	84.3	52.74	203.28
10.5240005	80.04	47.52	186.72
10.5340005	74.22	40.14	162.96
10.5440005	79.5	45.96	180.96
10.5540005	83.82	52.56	202.56
10.5640005	79.8	47.04	185.52
10.5740005	74.76	40.26	163.44
10.5840005	80.22	46.68	183.84
10.5940005	84.54	52.92	204
10.6040005	79.92	46.86	184.8
10.6140005	74.64	40.2	163.2
10.6240005	80.34	46.98	184.32
10.63400051	84.36	52.8	203.04
10.64400051	79.44	46.26	182.88
10.65400051	74.7	40.2	163.2
10.66400051	81	47.7	186.96
10.67400051	84.06	52.56	203.28
10.68400051	79.08	45.72	181.44
10.69400051	75	40.32	163.92
10.70400051	81.06	48	187.92
10.71400051	83.58	52.2	201.6
10.72400051	78.42	45.12	179.04
10.73400051	74.58	40.26	163.68
10.74400051	81.18	48.42	189.36
10.75400051	84.12	52.5	203.04
10.76400051	78.48	44.88	178.8
10.77400051	75.12	40.56	164.64
10.78400051	82.02	49.14	191.52
10.79400051	84	52.26	201.84
10.80400051	77.88	44.34	176.64
10.81400051	74.88	40.56	164.4
10.82400051	81.42	49.08	191.52
10.83400051	82.8	51.42	199.92
10.84400052	77.16	43.62	174.72
10.85400052	75.3	40.92	165.84
10.86400052	82.56	50.1	194.64
10.87400052	83.58	51.78	200.88
10.88400052	77.28	43.38	174
10.89400052	75.54	41.16	166.08
10.90400052	82.38	50.1	194.4
10.91400052	82.8	51.24	198.96
10.92400052	76.74	42.9	172.32
10.93400052	76.02	41.52	167.52
10.94400052	83.16	50.82	197.04
10.95400052	83.1	51.12	198.72
10.96400052	76.5	42.54	171.12
10.97400052	76.26	41.82	168.72
10.98400052	83.1	51.06	197.52
10.99400052	82.62	50.7	197.28
11.00400052	75.96	42.12	169.44
11.01400052	76.44	42.18	169.2
11.02400052	83.4	51.36	198.72
11.03400052	82.5	50.4	196.56
11.04400052	76.02	41.82	168.96
11.05400053	77.16	42.66	171.36
11.06400053	83.52	51.54	199.44
11.07400053	81.96	49.92	195.12
11.08400053	75.24	41.28	167.04
11.09400053	77.1	42.96	171.84
11.10400053	83.58	51.9	200.16
11.11400053	81.72	49.56	193.2
11.12400053	75.24	41.04	166.32
11.13400053	77.64	43.5	173.52
11.14400053	83.82	52.02	200.88
11.15400053	81.72	49.26	192.48
11.16400053	75.24	40.86	165.84
11.17400053	78.12	44.04	175.2
11.18400053	83.94	52.26	201.6
11.19400053	81.36	48.84	191.28
11.20400053	74.88	40.68	165.12
11.21400053	78.36	44.46	176.64
11.22400053	83.76	52.2	201.6
11.23400053	80.94	48.3	190.08
11.24400053	74.82	40.44	164.64
11.25400053	78.9	45.12	179.04
11.26400054	84.18	52.62	202.8
11.27400054	80.82	48.06	188.64
11.28400054	74.7	40.32	163.92
11.29400054	79.08	45.48	179.76
11.30400054	83.88	52.44	202.32
11.31400054	80.46	47.58	186.96
11.32400054	74.82	40.26	163.68
11.33400054	79.56	45.96	182.16
11.34400054	84.12	52.62	203.04
11.35400054	79.92	47.04	185.28
11.36400054	74.4	40.08	162.96
11.37400054	79.86	46.56	182.88
11.38400054	83.88	52.5	202.32
11.39400054	79.44	46.44	183.12
11.40400054	74.58	40.08	163.2
11.41400054	80.58	47.16	185.52
11.42400054	84.18	52.62	203.28
11.43400054	79.44	46.14	182.88
11.44400054	74.7	40.14	163.2
11.45400054	80.64	47.52	186.24
11.46400054	83.88	52.44	202.32
11.47400054	78.72	45.48	180.24
11.48400055	74.52	40.14	162.96
11.49400055	81.12	48.12	188.16
11.50400055	84.06	52.44	202.56
11.51400055	78.78	45.18	180
11.52400055	75	40.38	164.64
11.53400055	81.72	48.66	190.32
11.54400055	83.94	52.26	201.84
11.55400055	77.88	44.46	176.88
11.56400055	74.76	40.44	163.92
11.57400055	81.6	48.96	191.04
11.58400055	83.58	52.02	201.36
11.59400055	77.76	44.16	176.16
11.60400055	74.94	40.62	164.88
11.61400055	81.72	49.26	192
11.62400055	83.04	51.54	200.4
11.63400055	77.1	43.56	174.48
11.64400055	75.18	40.86	165.36
11.65400055	82.02	49.74	193.44
11.66400055	83.04	51.48	199.44
11.67400055	77.04	43.26	173.04
11.68400055	75.66	41.28	166.8
11.69400056	82.68	50.22	195.36
11.70400056	83.34	51.3	199.2
11.71400056	76.86	42.84	172.08
11.72400056	75.66	41.46	167.04
11.73400056	82.74	50.58	196.32
11.74400056	82.8	50.88	197.52
11.75400056	76.26	42.36	170.4
11.76400056	76.26	41.94	168.72
11.77400056	83.04	51	197.28
11.78400056	82.68	50.64	196.8
11.79400056	76.08	42.06	169.44
11.80400056	76.56	42.24	169.92
11.81400056	83.46	51.42	198.96
11.82400056	82.5	50.34	196.08
11.83400056	75.6	41.7	168
11.84400056	76.68	42.6	170.64
11.85400056	83.34	51.6	199.2
11.86400056	82.02	49.86	194.4
11.87400056	75.54	41.4	167.04
11.88400056	77.4	43.14	172.56
11.89400056	83.58	51.78	200.16
11.90400057	82.08	49.62	193.92
11.91400057	75.24	41.04	166.32
11.92400057	77.58	43.62	174.24
11.93400057	83.7	52.02	200.64
11.94400057	81.48	49.08	191.76
11.95400057	74.82	40.68	164.64
11.96400057	77.76	43.92	175.2
11.97400057	83.82	52.2	201.6
11.98400057	81.42	48.78	191.28
11.99400057	75.06	40.62	165.12
12.00400057	78.36	44.46	177.12
12.01400057	83.58	52.14	201.84
12.02400057	80.64	48.12	189.12
12.03400057	74.64	40.38	163.68
12.04400057	78.6	45	178.32
12.05400057	83.82	52.38	201.84
12.06400057	80.4	47.7	187.68
12.07400057	74.64	40.26	163.68
12.08400057	79.38	45.72	180.48
12.09400057	84.18	52.62	203.04
12.10400057	80.16	47.22	186.24
12.11400058	74.52	40.14	163.2
12.12400058	79.44	46.02	181.68
12.13400058	83.64	52.38	202.08
12.14400058	79.68	46.74	184.56
12.15400058	74.7	40.14	163.2
12.16400058	80.1	46.74	183.6
12.17400058	83.88	52.5	202.8
12.18400058	79.44	46.32	183.36
12.19400058	74.34	40.02	162.72
12.20400058	79.92	47.04	185.04
12.21400058	83.82	52.44	202.32
12.22400058	79.26	45.96	182.16
12.23400058	74.76	40.2	163.68
12.24400058	80.88	47.88	187.2
12.25400058	84.06	52.5	202.56
12.26400058	78.9	45.42	180.48
12.27400058	74.82	40.32	163.68
12.28400058	81.06	48.18	188.4
12.29400058	83.82	52.26	201.84
12.30400058	78.18	44.76	178.08
12.31400058	74.64	40.32	163.68
12.32400059	81.36	48.72	190.08
12.33400059	83.64	52.2	201.6
12.34400059	77.94	44.4	177.12
12.35400059	75.12	40.62	164.64
12.36400059	81.6	49.08	191.28
12.37400059	83.4	51.84	200.88
12.38400059	77.76	44.04	175.68
12.39400059	75.42	40.86	165.36
12.40400059	82.14	49.62	193.2
12.41400059	83.28	51.66	200.16
12.42400059	77.22	43.56	174
12.43400059	75.42	41.04	165.6
12.44400059	82.32	50.04	194.16
12.45400059	83.22	51.54	199.44
12.46400059	77.04	43.14	172.8
12.47400059	75.72	41.34	167.04
12.48400059	82.32	50.28	195.36
12.49400059	82.8	51.12	198.48
12.50400059	76.44	42.66	171.36
12.51400059	76.08	41.7	168
12.52400059	82.8	50.82	196.56
12.5340006	82.8	50.94	197.76
12.5440006	76.32	42.36	170.4
12.5540006	76.44	42.12	169.2
12.5640006	83.1	51.12	198
12.5740006	82.44	50.58	196.8
12.5840006	75.96	41.94	168.96
12.5940006	76.68	42.48	170.4
12.6040006	83.16	51.36	198.24
12.6140006	81.96	50.04	195.12
12.6240006	75.48	41.52	168
12.6340006	76.86	42.84	171.6
12.6440006	83.52	51.72	200.16
12.6540006	82.02	49.86	194.64
12.6640006	75.3	41.22	166.56
12.6740006	77.16	43.26	172.56
12.6840006	83.46	51.9	199.92
12.6940006	81.48	49.32	192.24
12.7040006	75.24	40.98	165.84
12.7140006	77.64	43.74	174.48
12.7240006	83.4	51.96	201.12
12.7340006	81.6	49.14	192.48
12.74400061	75.12	40.86	165.36
12.75400061	78.12	44.34	175.92
12.76400061	83.52	52.2	200.64
12.77400061	80.82	48.48	189.6
12.78400061	74.82	40.56	164.16
12.79400061	78.66	44.88	177.36
12.80400061	83.7	52.26	201.84
12.81400061	80.52	47.94	188.64
12.82400061	74.58	40.32	163.92
12.83400061	78.96	45.3	179.28
12.84400061	83.82	52.44	202.08
12.85400061	80.34	47.64	186.96
12.86400061	74.7	40.32	163.44
12.87400061	79.44	45.9	180.96
12.88400061	83.88	52.56	202.32
12.89400061	80.16	47.22	186
12.90400061	74.7	40.2	163.2
12.91400061	79.74	46.38	182.64
12.92400061	83.94	52.56	202.32
12.93400061	79.74	46.74	184.08
12.94400061	74.76	40.2	163.2
12.95400062	80.1	46.86	183.84
12.96400062	83.88	52.56	202.32
12.97400062	79.32	46.26	182.64
12.98400062	74.82	40.26	163.44
12.99400062	80.88	47.52	186
13.00400062	84.24	52.62	202.32
13.01400062	79.08	45.84	181.2
13.02400062	74.76	40.26	162.96
13.03400062	80.7	47.82	186.96
13.04400062	83.52	52.2	201.36
13.05400062	78.48	45.12	179.28
13.06400062	74.76	40.26	163.44
13.07400062	81.24	48.48	188.88
13.08400062	83.82	52.32	201.84
13.09400062	78.3	44.82	178.08
13.10400062	75	40.56	164.4
13.11400062	81.9	49.08	191.04
13.12400062	83.7	52.2	200.88
13.13400062	77.64	44.28	176.16
13.14400062	74.82	40.62	164.16
13.15400062	82.02	49.5	192
13.16400063	83.82	52.08	201.12
13.17400063	77.94	44.1	175.68
13.18400063	75.72	41.04	165.36
13.19400063	82.14	49.8	193.2
13.20400063	83.04	51.54	199.2
13.21400063	77.16	43.44	173.28
13.22400063	75.72	41.28	166.32
13.23400063	82.44	50.22	194.4
13.24400063	83.04	51.36	198.72
13.25400063	76.74	43.02	172.32
13.26400063	75.78	41.46	167.04
13.27400063	82.92	50.64	196.08
13.28400063	82.98	51.12	198.48
13.29400063	76.56	42.6	171.12
13.30400063	76.2	41.88	168.24
13.31400063	83.04	51	196.8
13.32400063	82.62	50.88	196.56
13.33400063	76.2	42.24	169.44
13.34400063	76.44	42.18	169.2
13.35400063	83.16	51.18	197.76
13.36400063	82.68	50.58	196.32
13.37400064	75.9	41.94	168.48
13.38400064	76.74	42.6	170.4
13.39400064	83.4	51.6	198.72
13.40400064	82.14	50.1	194.64
13.41400064	75.42	41.58	167.28
13.42400064	77.04	43.02	171.6
13.43400064	83.34	51.72	199.2
13.44400064	81.84	49.68	193.68
13.45400064	75.36	41.28	166.56
13.46400064	77.7	43.62	173.76
13.47400064	84	52.2	200.88
13.48400064	81.72	49.38	192.48
13.49400064	75.3	41.04	165.84
13.50400064	78.18	44.1	174.96
13.51400064	83.94	52.2	200.4
13.52400064	81.36	48.9	190.8
13.53400064	74.76	40.62	164.4
13.54400064	78.18	44.4	176.4
13.55400064	83.88	52.32	201.84
13.56400064	81	48.48	190.08
13.57400064	74.94	40.56	164.64
13.58400065	78.84	45	178.32
13.59400065	83.88	52.44	201.84
13.60400065	80.4	47.94	187.92
13.61400065	74.46	40.26	162.96
13.62400065	78.66	45.24	178.8
13.63400065	83.4	52.26	201.6
13.64400065	80.22	47.46	186.48
13.65400065	74.76	40.2	163.44
13.66400065	79.44	45.9	181.2
13.67400065	83.76	52.38	201.84
13.68400065	79.68	46.86	184.32
13.69400065	74.4	40.08	162.48
13.70400065	79.5	46.26	181.68
13.71400065	83.64	52.26	201.6
13.72400065	79.44	46.44	183.36
13.73400065	74.46	40.08	162.72
13.74400065	80.34	46.86	184.08
13.75400065	83.58	52.2	201.6
13.76400065	78.78	45.78	181.44
13.77400065	74.58	40.08	162.72
13.78400065	80.64	47.46	185.28
13.79400066	83.34	52.08	200.88
13.80400066	78.42	45.3	179.28
13.81400066	74.4	40.08	162.72
13.82400066	80.58	47.7	187.2
13.83400066	83.58	52.08	201.6
13.84400066	78.36	44.94	178.56
13.85400066	74.64	40.26	162.72
13.86400066	81.06	48.3	187.92
13.87400066	83.1	51.78	199.68
13.88400066	77.76	44.34	176.4
13.89400066	74.82	40.32	163.2
13.90400066	81.48	48.78	190.08
13.91400066	83.22	51.66	199.92
13.92400066	77.7	43.98	175.68
13.93400066	75.24	40.62	164.64
13.94400066	81.9	49.2	191.76
13.95400066	83.16	51.54	199.44
13.96400066	76.98	43.5	173.52
13.97400066	75	40.74	164.4
13.98400066	82.02	49.62	192.96
13.99400066	82.98	51.42	198.96
14.00400067	76.8	43.08	172.56
14.01400067	75.66	41.1	165.84
14.02400067	82.26	49.92	193.92
14.03400067	82.5	50.88	198.24
14.04400067	76.5	42.66	171.36
14.05400067	75.84	41.4	166.8
14.06400067	82.56	50.4	195.12
14.07400067	82.56	50.76	196.8
14.08400067	76.26	42.3	169.44
14.09400067	75.96	41.7	167.28
14.10400067	82.8	50.82	196.56
14.11400067	82.5	50.46	196.08
14.12400067	75.96	41.94	169.2
14.13400067	76.44	42.12	169.44
14.14400067	83.04	51.12	197.52
14.15400067	82.08	49.98	194.64
14.16400067	75.36	41.46	167.28
14.17400067	76.5	42.48	169.92
14.18400067	83.28	51.42	198.24
14.19400067	82.14	49.86	193.92
14.20400067	75.48	41.34	166.56
14.21400068	77.34	43.14	172.32
14.22400068	83.34	51.6	199.44
14.23400068	81.48	49.32	192.96
14.24400068	75.12	40.98	165.6
14.25400068	77.34	43.44	172.8
14.26400068	83.28	51.72	199.2
14.27400068	81.18	48.9	191.04
14.28400068	75	40.74	164.88
14.29400068	77.94	43.98	174.96
14.30400068	83.64	52.08	200.88
14.31400068	81.12	48.54	190.32
14.32400068	74.76	40.56	164.4
14.33400068	78.18	44.52	176.16
14.34400068	83.52	52.14	200.64
14.35400068	80.52	48.06	187.92
14.36400068	74.76	40.38	163.2
14.37400068	78.6	44.94	177.84
14.38400068	83.64	52.2	201.36
14.39400068	80.4	47.7	187.44
14.40400068	74.82	40.32	163.44
14.41400068	79.08	45.48	179.28
14.42400069	83.4	52.14	200.88
14.43400069	79.86	47.16	185.28
14.44400069	74.34	40.14	162.24
14.45400069	79.2	45.9	180.72
14.46400069	83.64	52.32	201.36
14.47400069	79.62	46.68	184.08
14.48400069	74.52	40.2	163.2
14.49400069	79.86	46.56	182.88
14.50400069	83.82	52.38	201.36
14.51400069	79.44	46.32	182.64
14.52400069	74.46	40.14	162.48
14.53400069	80.28	47.1	184.32
14.54400069	83.52	52.26	201.36
14.55400069	78.84	45.78	180.72
14.56400069	74.46	40.14	162.48
14.57400069	80.52	47.46	185.76
14.58400069	83.52	52.14	200.88
14.59400069	78.6	45.36	179.52
14.60400069	74.7	40.26	162.96
14.61400069	81	48.06	187.44
14.62400069	83.34	51.96	200.64
14.6340007	78.24	44.94	178.08
14.6440007	74.7	40.38	163.44
14.6540007	81.24	48.54	189.36
14.6640007	83.46	51.9	200.4
14.6740007	78.06	44.52	176.88
14.6840007	75	40.56	164.16
14.6940007	81.72	49.02	190.8
14.7040007	83.34	51.78	200.16
14.7140007	77.52	43.98	175.2
14.7240007	75	40.68	164.16
14.7340007	81.96	49.5	191.76
14.7440007	83.1	51.6	198.96
14.7540007	77.22	43.56	173.76
14.7640007	75.48	40.98	165.36
14.7740007	81.96	49.74	193.2
14.7840007	82.62	51.12	198.72
14.7940007	76.86	43.08	172.32
14.8040007	75.72	41.34	166.08
14.8140007	82.2	50.04	193.92
14.8240007	82.5	50.88	197.28
14.8340007	76.5	42.66	170.64
14.84400071	75.78	41.52	166.8
14.85400071	82.74	50.64	195.6
14.86400071	82.74	50.76	197.04
14.87400071	76.26	42.3	170.16
14.88400071	76.38	41.94	168.72
14.89400071	82.92	50.94	196.8
14.90400071	82.26	50.4	195.36
14.91400071	75.78	41.88	168
14.92400071	76.44	42.24	168.72
14.93400071	83.04	51.24	197.52
14.94400071	82.08	50.04	194.4
14.95400071	75.72	41.58	167.52
14.96400071	76.92	42.72	170.64
14.97400071	83.4	51.54	198.48
14.98400071	81.72	49.62	192.96
14.99400071	75.3	41.1	165.84
15.00400071	76.86	42.96	171.12
15.01400071	82.5	51.3	198
15.02400071	80.64	48.9	191.04
15.03400071	74.7	40.86	165.12
15.04400071	77.16	43.5	173.28
15.05400072	82.98	51.72	199.44
15.06400072	81.18	48.9	190.8
15.07400072	75.06	40.8	164.4
15.08400072	77.94	44.1	174.72
15.09400072	83.52	52.08	200.16
15.10400072	80.88	48.48	189.12
15.11400072	74.82	40.5	163.92
15.12400072	78.48	44.64	176.4
15.13400072	83.64	52.2	200.88
15.14400072	80.28	47.94	187.68
15.15400072	74.4	40.26	162.72
15.16400072	78.3	44.88	177.12
15.17400072	82.98	51.9	199.92
15.18400072	79.68	47.28	185.52
15.19400072	74.22	40.08	162.48
15.20400072	78.96	45.54	179.52
15.21400072	83.46	52.14	200.88
15.22400072	79.86	46.98	185.04
15.23400072	74.34	40.08	162.48
15.24400072	79.2	46.02	181.44
15.25400072	83.46	52.14	201.36
15.26400073	79.38	46.5	183.36
15.27400073	74.46	40.08	162.48
15.28400073	79.98	46.68	182.88
15.29400073	83.64	52.2	200.88
15.30400073	79.02	46.02	181.68
15.31400073	74.34	40.02	162.24
15.32400073	80.22	47.1	184.08
15.33400073	83.46	52.02	200.88
15.34400073	78.66	45.54	180.24
15.35400073	74.46	40.08	162.48
15.36400073	80.52	47.58	186.24
15.37400073	83.4	52.08	200.64
15.38400073	78.36	45.18	178.8
15.39400073	74.64	40.2	162.72
15.40400073	80.88	48	187.2
15.41400073	83.34	51.84	200.64
15.42400073	77.94	44.64	177.6
15.43400073	74.7	40.26	162.96
15.44400073	81.3	48.54	189.12
15.45400073	83.1	51.54	199.44
15.46400073	77.64	44.1	175.68
15.47400073	75.12	40.5	163.92
15.48400074	81.66	48.96	190.32
15.49400074	83.04	51.36	198.48
15.50400074	77.22	43.62	174
15.51400074	75.06	40.68	164.4
15.52400074	81.96	49.44	192
15.53400074	83.16	51.42	198.96
15.54400074	76.92	43.26	172.8
15.55400074	75.18	40.86	164.4
15.56400074	81.72	49.56	192.24
15.57400074	82.2	50.76	197.04
15.58400074	76.68	42.84	171.36
15.59400074	75.78	41.28	166.08
15.60400074	82.26	50.04	193.92
15.61400074	82.38	50.64	196.8
15.62400074	76.38	42.48	170.4
15.63400074	75.9	41.58	167.04
15.64400074	82.56	50.4	194.88
15.65400074	82.32	50.4	195.36
15.66400074	75.96	42	168.24
15.67400074	76.08	41.88	167.52
15.68400074	82.86	50.88	196.32
15.69400075	82.38	50.22	195.12
15.70400075	75.84	41.7	168
15.71400075	76.74	42.36	169.44
15.72400075	83.04	51.12	197.28
15.73400075	81.78	49.74	193.44
15.74400075	75.36	41.28	166.32
15.75400075	76.62	42.6	169.92
15.76400075	82.68	51.12	197.52
15.77400075	81.48	49.32	192.48
15.78400075	75.06	40.98	165.36
15.79400075	77.16	43.14	171.84
15.80400075	83.28	51.54	198.96
15.81400075	81.24	48.9	191.04
15.82400075	74.88	40.74	164.4
15.83400075	77.58	43.62	173.04
15.84400075	83.16	51.6	198.72
15.85400075	80.88	48.48	189.6
15.86400075	75	40.56	164.16
15.87400075	78.36	44.22	175.2
15.88400075	83.46	51.78	199.44
15.89400075	80.28	48	187.92
15.90400076	74.34	40.2	162.48
15.91400076	78.3	44.52	175.92
15.92400076	83.58	52.08	199.92
15.93400076	80.52	47.76	186.48
15.94400076	74.58	40.2	162.72
15.95400076	78.96	45.18	178.32
15.96400076	83.76	52.2	201.12
15.97400076	80.04	47.22	185.76
15.98400076	74.4	40.02	162.24
15.99400076	79.08	45.54	179.28
16.00400076	83.4	52.02	200.16
16.01400076	79.56	46.74	183.84
16.02400076	74.22	39.9	161.52
16.03400076	79.38	46.08	180.72
16.04400076	83.7	52.14	200.88
16.05400076	79.38	46.32	182.64
16.06400076	74.64	40.02	162.48
16.07400076	80.34	46.8	183.6
16.08400076	83.46	52.02	200.4
16.09400076	78.84	45.72	180.48
16.10400076	74.4	39.9	162
16.11400077	80.4	47.22	184.56
16.12400077	83.28	51.9	200.16
16.13400077	78.54	45.24	179.28
16.14400077	74.46	40.02	162.24
16.15400077	80.7	47.64	186
16.16400077	83.34	51.84	199.92
16.17400077	78.3	44.94	177.84
16.18400077	74.52	40.08	162.48
16.19400077	80.94	48.12	187.68
16.20400077	83.22	51.72	199.68
16.21400077	77.94	44.46	176.4
16.22400077	74.64	40.2	162.48
16.23400077	81.3	48.6	189.12
16.24400077	83.16	51.54	199.2
16.25400077	77.82	44.04	175.44
16.26400077	75.06	40.5	163.68
16.27400077	81.78	49.02	190.8
16.28400077	82.92	51.36	198.72
16.29400077	77.1	43.56	173.52
16.30400077	75.06	40.68	163.92
16.31400077	81.9	49.5	191.76
16.32400078	82.8	51.18	197.76
16.33400078	76.74	43.08	172.08
16.34400078	75.48	40.92	165.36
16.35400078	82.02	49.8	193.44
16.36400078	82.62	50.94	197.52
16.37400078	76.26	42.66	170.64
16.38400078	75.42	41.22	165.36
16.39400078	82.08	50.1	193.68
16.40400078	82.32	50.58	195.84
16.41400078	76.14	42.3	169.44
16.42400078	76.02	41.64	167.28
16.43400078	82.62	50.58	195.84
16.44400078	82.14	50.28	195.36
16.45400078	75.9	41.94	168.48
16.46400078	76.14	41.94	168
16.47400078	82.44	50.82	196.08
16.48400078	81.84	49.98	193.92
16.49400078	75.3	41.46	166.32
16.50400078	76.08	42.3	168.96
16.51400078	82.62	51.06	197.28
16.52400078	81.72	49.68	193.44
16.53400079	75.42	41.28	166.32
16.54400079	76.8	42.84	170.88
16.55400079	82.92	51.36	197.52
16.56400079	81.3	49.26	191.52
16.57400079	75.06	40.98	165.12
16.58400079	77.34	43.38	172.08
16.59400079	83.4	51.72	198.96
16.60400079	81.54	49.08	191.04
16.61400079	74.94	40.8	164.4
16.62400079	77.82	43.86	174
16.63400079	83.28	51.78	199.44
16.64400079	80.7	48.36	189.12
16.65400079	74.76	40.5	163.68
16.66400079	78	44.28	174.96
16.67400079	83.22	51.84	199.44
16.68400079	80.46	48	187.92
16.69400079	74.64	40.38	163.2
16.70400079	78.42	44.76	176.64
16.71400079	83.4	52.02	199.92
16.72400079	80.22	47.58	186.24
16.73400079	74.4	40.2	162.48
16.7440008	78.9	45.3	178.32
16.7540008	83.52	52.14	200.4
16.7640008	79.74	46.98	184.32
16.7740008	74.28	40.02	161.52
16.7840008	79.14	45.72	179.76
16.7940008	83.4	52.02	200.4
16.8040008	79.5	46.62	183.6
16.8140008	74.58	40.14	162.48
16.8240008	79.86	46.32	181.68
16.8340008	83.4	52.02	200.4
16.8440008	79.08	46.14	181.92
16.8540008	74.16	39.96	161.52
16.8640008	79.92	46.74	182.64
16.8740008	82.98	51.84	199.44
16.8840008	78.78	45.6	179.76
16.8940008	74.58	40.08	162
16.9040008	80.7	47.4	185.52
16.9140008	83.64	52.08	200.64
16.9240008	78.6	45.24	179.52
16.9340008	74.52	40.14	162.72
16.9440008	80.7	47.76	186.48
16.95400081	83.04	51.78	199.44
16.96400081	77.82	44.7	176.64
16.97400081	74.52	40.2	162
16.98400081	81.06	48.18	187.44
16.99400081	83.16	51.66	199.44
17.00400081	77.82	44.34	176.4
17.01400081	75	40.44	163.44
17.02400081	81.54	48.72	189.12
17.03400081	82.8	51.36	198.24
17.04400081	77.16	43.8	173.76
17.05400081	74.88	40.5	162.96
17.06400081	81.36	48.96	190.32
17.07400081	82.8	51.18	198
17.08400081	77.1	43.38	173.28
17.09400081	75.42	40.86	164.64
17.10400081	82.02	49.5	192
17.11400081	82.5	50.94	197.28
17.12400081	76.56	42.9	171.12
17.13400081	75.24	41.04	164.64
17.14400081	81.96	49.86	192.24
17.15400081	82.32	50.7	195.6
17.16400082	76.26	42.54	169.92
17.17400082	75.72	41.4	166.32
17.18400082	82.44	50.28	194.4
17.19400082	82.32	50.46	195.6
17.20400082	75.9	42.06	168.48
17.21400082	75.72	41.64	166.56
17.22400082	82.32	50.4	194.64
17.23400082	82.26	50.28	194.64
17.24400082	75.84	41.88	167.52
17.25400082	76.44	42.18	168.48
17.26400082	82.98	51	196.56
17.27400082	82.02	49.86	193.92
17.28400082	75.42	41.34	166.56
17.29400082	76.5	42.42	169.44
17.30400082	82.5	50.94	196.56
17.31400082	81.48	49.44	192
17.32400082	75.3	41.16	165.36
17.33400082	76.92	42.84	170.64
17.34400082	82.5	51.12	197.28
17.35400082	80.94	48.9	190.56
17.36400082	74.94	40.86	164.64
17.37400083	77.34	43.38	171.84
17.38400083	82.92	51.42	197.76
17.39400083	80.64	48.54	189.6
17.40400083	74.7	40.62	163.92
17.41400083	77.76	43.92	174
17.42400083	83.16	51.66	198.72
17.43400083	80.58	48.24	188.16
17.44400083	74.58	40.38	162.96
17.45400083	77.94	44.22	175.2
17.46400083	83.04	51.66	199.2
17.47400083	80.22	47.76	186.96
17.48400083	74.46	40.2	162.24
17.49400083	78.42	44.82	176.88
17.50400083	83.22	51.84	199.44
17.51400083	79.8	47.28	185.04
17.52400083	74.34	40.08	162
17.53400083	78.84	45.3	178.08
